Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],Latest Year Available [YR20080],"Latest Year Available, period 1990-1995 [YR19950]","Latest Year Available, period 1996-2000 [YR20006]","Latest Year Available, period 2001-2008 [YR20081]"
013. Kenya_KPLC,KEN_KPLC,Electricity billed per residential/low voltage customer (kWh/customer),AFELE135,..,..,..,..,..,..,2310.9621026163,1998.33221897514,2065.81359050304,2011.86419681457,2022.70545674777,2025.88971922649,..,..,..,..,2025.88971922649,..,..,2025.88971922649
013. Kenya_KPLC,KEN_KPLC,Electricity billed to commercial/medium voltage customers (GWh/year),AFELE137,..,..,..,..,..,..,724,609,696,748,819,885,..,..,..,..,885,..,..,885
013. Kenya_KPLC,KEN_KPLC,Electricity billed to industrial/high voltage customers (GWh/year),AFELE138,..,..,..,..,..,..,1398,1361,1513,1557,1683,1776,..,..,..,..,1776,..,..,1776
013. Kenya_KPLC,KEN_KPLC,Electricity billed to residential/low voltage customers (GWh/year),AFELE139,..,..,..,..,..,..,1158,1064,1215,1283,1376,1478,..,..,..,..,1478,..,..,1478
013. Kenya_KPLC,KEN_KPLC,Electricity connections per employee (number),AFELE140,..,..,..,..,..,..,..,..,..,..,..,227,..,..,..,..,227,..,..,227
013. Kenya_KPLC,KEN_KPLC,Electrification rate (% of popul. with electricity connection in utility service area),AFELE143,..,..,..,..,..,..,..,..,..,..,..,10.057171366236,..,..,..,..,10.057171366236,..,..,10.057171366236
013. Kenya_KPLC,KEN_KPLC,Hidden costs due to under-collection (% of GDP),AFELE168,..,..,..,..,..,..,..,..,..,..,..,0.0269000717838367,..,..,..,..,0,..,..,0
013. Kenya_KPLC,KEN_KPLC,Hidden costs due to under-collection (% of revenue),AFELE169,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
013. Kenya_KPLC,KEN_KPLC,Hidden costs due to under-collection (% of total hidden costs),AFELE170,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
013. Kenya_KPLC,KEN_KPLC,Labor costs (% of operational costs),AFELE158,..,..,..,..,..,..,15.6567983013477,7.9963834706824,8.80844070921682,10.4722385532535,8.12637565982976,..,..,..,..,..,8.12637565982976,..,..,8.12637565982976
013. Kenya_KPLC,KEN_KPLC,Labor costs (LCU/year),AFELE159,..,..,..,..,..,..,4340116000,4046250000,4108521000,4453110000,4172000000,4172251000,..,..,..,..,4172251000,..,..,4172251000
013. Kenya_KPLC,KEN_KPLC,Labor costs (USD/year),AFELE160,..,..,..,..,..,..,57106789.4736842,51218354.4303797,52006594.9367089,58593552.6315789,52810126.5822785,54898039.4736842,..,..,..,..,54898039.4736842,..,..,54898039.4736842
013. Kenya_KPLC,KEN_KPLC,Operational costs (LCU/year),AFELE178,..,..,..,..,..,..,27720329000,50601000000,46643000000,42523000000,51339000000,..,..,..,..,..,51339000000,..,..,51339000000
013. Kenya_KPLC,KEN_KPLC,Operational costs (USD/year),AFELE179,..,..,..,..,..,..,364741171.052632,640518987.341772,590417721.518987,559513157.894737,649860759.493671,..,..,..,..,..,649860759.493671,..,..,649860759.493671
013. Kenya_KPLC,KEN_KPLC,Prepayment meters (% of all meters),AFELE187,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
013. Kenya_KPLC,KEN_KPLC,Residential/low voltage customers with operating meters (% of residential customers),AFELE189,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
013. Kenya_KPLC,KEN_KPLC,Revenue (LCU/year),AFELE193,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
013. Kenya_KPLC,KEN_KPLC,Revenue (USD/year),AFELE194,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
013. Kenya_KPLC,KEN_KPLC,Revenue from commercial/medium voltage customers (LCU/year),AFELE195,..,..,..,..,..,..,5426000000,5939000000,4910000000,5220000000,5329000000,6509000000,..,..,..,..,6509000000,..,..,6509000000
013. Kenya_KPLC,KEN_KPLC,Revenue from commercial/medium voltage customers (USD/year),AFELE196,..,..,..,..,..,..,71394736.8421053,75177215.1898734,62151898.7341772,68684210.5263158,67455696.2025317,85644736.8421053,..,..,..,..,85644736.8421053,..,..,85644736.8421053
013. Kenya_KPLC,KEN_KPLC,Revenue from customers of all voltage levels (USD/year),AFELE199,..,..,..,..,..,..,302513157.894737,350493670.886076,311582278.481013,300052631.578947,291139240.506329,396605263.157895,..,..,..,..,396605263.157895,..,..,396605263.157895
013. Kenya_KPLC,KEN_KPLC,Revenue from high voltage+medium voltage customers (% of total revenue),AFELE198,..,..,..,..,..,..,60.9020921230047,62.5555274657806,59.2809262644729,61.2304858796702,61.5,57.7267600026541,..,..,..,..,57.7267600026541,..,..,57.7267600026541
013. Kenya_KPLC,KEN_KPLC,Revenue from high voltage+medium voltage customers (USD/year),AFELE197,..,..,..,..,..,..,184236842.105263,219253164.556962,184708860.759494,183723684.210526,179050632.911392,228947368.421053,..,..,..,..,228947368.421053,..,..,228947368.421053
013. Kenya_KPLC,KEN_KPLC,Revenue from industrial/high voltage customers (LCU/year),AFELE200,..,..,..,..,..,..,8576000000,11382000000,9682000000,8743000000,8816000000,10891000000,..,..,..,..,10891000000,..,..,10891000000
013. Kenya_KPLC,KEN_KPLC,Revenue from industrial/high voltage customers (USD/year),AFELE201,..,..,..,..,..,..,112842105.263158,144075949.367089,122556962.025316,115039473.684211,111594936.708861,143302631.578947,..,..,..,..,143302631.578947,..,..,143302631.578947
013. Kenya_KPLC,KEN_KPLC,Revenue from residential/low voltage customers (LCU/year),AFELE202,..,..,..,..,..,..,8989000000,10368000000,10023000000,8841000000,8855000000,12742000000,..,..,..,..,12742000000,..,..,12742000000
013. Kenya_KPLC,KEN_KPLC,Revenue from residential/low voltage customers (USD/year),AFELE203,..,..,..,..,..,..,118276315.789474,131240506.329114,126873417.721519,116328947.368421,112088607.594937,167657894.736842,..,..,..,..,167657894.736842,..,..,167657894.736842
013. Kenya_KPLC,KEN_KPLC,"Revenue per high voltage customer, annual, electricity (USD/customer/year)",AFELE190,..,..,..,..,..,..,290830.168204015,352263.934882857,288369.322412509,270045.712873734,262576.321667908,320587.542682209,..,..,..,..,320587.542682209,..,..,320587.542682209
013. Kenya_KPLC,KEN_KPLC,"Revenue per low voltage customer, annual, electricity (USD/customer/year)",AFELE191,..,..,..,..,..,..,236.038068589422,246.486966383533,215.717556051591,182.414687656784,164.769068474955,229.80812266206,..,..,..,..,229.80812266206,..,..,229.80812266206
013. Kenya_KPLC,KEN_KPLC,"Revenue per medium voltage customer, annual, electricity (USD/customer/year)",AFELE192,..,..,..,..,..,..,1876210.2351314,2231029.30127724,1726441.63150492,1771292.84017645,1568737.12098911,2029622.700343,..,..,..,..,2029622.700343,..,..,2029622.700343
013. Kenya_KPLC,KEN_KPLC,"Revenue per unit, electricity (US cents/kWh)",AFELE120,..,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,14,..,..,14
013. Kenya_KPLC,KEN_KPLC,System losses (% of generation),AFELE209,..,..,..,..,..,..,20.6,19.4,22.9,20.5,18.7,18.1,..,..,..,..,18.1,..,..,18.1
013. Kenya_KPLC,KEN_KPLC,"Unit operational expenses, annual (LCU/kWh)",AFELE116,..,..,..,..,..,..,7.45771563088512,14.4409246575342,14.5214819427148,11.720782800441,12.5523227383863,..,..,..,..,..,12.5523227383863,..,..,12.5523227383863
013. Kenya_KPLC,KEN_KPLC,"Unit operational expenses, annual (US cents/kWh)",AFELE117,..,..,..,..,..,..,9.81278372484885,18.2796514652332,18.3816227122972,15.4220826321592,15.8890161245396,..,..,..,..,..,15.8890161245396,..,..,15.8890161245396
014. Lesotho_LEC,LSO_LEC,Average residential connection charge (LCU/connection),AFELE118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,Average residential connection charge (USD/connection),AFELE119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,"Collection rate, implicit: ratio of unit revenue collected to tariff (%)",AFELE154,..,..,..,..,..,..,..,..,..,..,..,98.501760250127,..,..,..,..,98.501760250127,..,..,98.501760250127
014. Lesotho_LEC,LSO_LEC,"Collection rate, reported by utility (% of billing)",AFELE126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,"Cost of electricity per unit, capital, historical (US cents/kWh)",AFELE111,..,..,..,..,..,..,..,..,..,..,..,5.10930155040398,..,..,..,..,5.10930155040398,..,..,5.10930155040398
014. Lesotho_LEC,LSO_LEC,"Cost of electricity per unit, LRMC, optimal trade scenario (US cents/kWh)",AFELE114,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,6,..,..,6
014. Lesotho_LEC,LSO_LEC,"Cost of electricity per unit, LRMC, trade stagnation scenario (US cents/kWh)",AFELE115,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,7,..,..,7
014. Lesotho_LEC,LSO_LEC,"Cost of electricity per unit, operating, historical (US cents/kWh)",AFELE112,..,..,..,..,..,..,..,..,..,..,..,6.37592192257265,..,..,..,..,6.37592192257265,..,..,6.37592192257265
014. Lesotho_LEC,LSO_LEC,"Cost of electricity per unit, total, historical (US cents/kWh)",AFELE113,..,..,..,..,..,..,..,..,..,..,..,11.4852234729766,..,..,..,..,11.4852234729766,..,..,11.4852234729766
014. Lesotho_LEC,LSO_LEC,"Cost recovery ratio, historical (%)",AFELE150,..,..,..,..,..,..,..,..,..,..,..,63.0040683583994,..,..,..,..,63.0040683583994,..,..,63.0040683583994
014. Lesotho_LEC,LSO_LEC,"Cost recovery ratio, LRMC (%)",AFELE155,..,..,..,..,..,..,..,..,..,..,..,120.602634133819,..,..,..,..,120.602634133819,..,..,120.602634133819
014. Lesotho_LEC,LSO_LEC,"Customers, all voltage levels (number)",AFELE174,..,..,..,..,..,..,..,..,25184,32109,34766,41866,..,..,..,..,41866,..,..,41866
014. Lesotho_LEC,LSO_LEC,"Customers, high and medium voltage (% of total number of customers)",AFELE153,..,..,..,..,..,..,..,..,11.0665501905972,9.34317481080071,9.58120002301099,8.40538862083791,..,..,..,..,8.40538862083791,..,..,8.40538862083791
014. Lesotho_LEC,LSO_LEC,"Customers, high and medium voltage (number)",AFELE172,..,..,..,..,..,..,..,..,2787,3000,3331,3519,..,..,..,..,3519,..,..,3519
014. Lesotho_LEC,LSO_LEC,"Customers, high voltage (number)",AFELE171,..,..,..,..,..,..,..,..,130,133,139,145,..,..,..,..,145,..,..,145
014. Lesotho_LEC,LSO_LEC,"Customers, low voltage (number)",AFELE173,..,..,..,..,..,..,..,..,22397,29109,31435,38347,..,..,..,..,38347,..,..,38347
014. Lesotho_LEC,LSO_LEC,"Customers, medium voltage (number)",AFELE175,..,..,..,..,..,..,..,..,2657,2867,3192,3374,..,..,..,..,3374,..,..,3374
014. Lesotho_LEC,LSO_LEC,"Effective tariff, consumption 100kWh/month (US cents/kWh)",AFELE127,..,..,..,..,..,..,..,..,..,..,..,7.23615804802913,..,..,..,..,7.23615804802913,..,..,7.23615804802913
014. Lesotho_LEC,LSO_LEC,"Effective tariff, consumption 150kWh/month (US cents/kWh)",AFELE128,..,..,..,..,..,..,..,..,..,..,..,7.23615804802913,..,..,..,..,7.23615804802913,..,..,7.23615804802913
014. Lesotho_LEC,LSO_LEC,"Effective tariff, consumption 200kWh/month (US cents/kWh)",AFELE129,..,..,..,..,..,..,..,..,..,..,..,7.23615804802913,..,..,..,..,7.23615804802913,..,..,7.23615804802913
014. Lesotho_LEC,LSO_LEC,"Effective tariff, consumption 300kWh/month (US cents/kWh)",AFELE130,..,..,..,..,..,..,..,..,..,..,..,7.23615804802913,..,..,..,..,7.23615804802913,..,..,7.23615804802913
014. Lesotho_LEC,LSO_LEC,"Effective tariff, consumption 400kWh/month (US cents/kWh)",AFELE131,..,..,..,..,..,..,..,..,..,..,..,7.23615804802913,..,..,..,..,7.23615804802913,..,..,7.23615804802913
014. Lesotho_LEC,LSO_LEC,"Effective tariff, consumption 500kWh/month (US cents/kWh)",AFELE132,..,..,..,..,..,..,..,..,..,..,..,7.23615804802913,..,..,..,..,7.23615804802913,..,..,7.23615804802913
014. Lesotho_LEC,LSO_LEC,"Effective tariff, consumption 50kWh/month (US cents/kWh)",AFELE133,..,..,..,..,..,..,..,..,..,..,..,7.23615804802913,..,..,..,..,7.23615804802913,..,..,7.23615804802913
014. Lesotho_LEC,LSO_LEC,Electricity billed per commercial/medium voltage customer (kWh/customer),AFELE136,..,..,..,..,..,..,..,..,25590.89198344,38534.0076735263,36454.8872180451,36820.0948429164,..,..,..,..,36820.0948429164,..,..,36820.0948429164
014. Lesotho_LEC,LSO_LEC,Electricity billed per industrial/high voltage customer (kWh/customer),AFELE134,..,..,..,..,..,..,..,..,896707.692307692,899436.090225564,873546.762589928,855337.931034483,..,..,..,..,855337.931034483,..,..,855337.931034483
014. Lesotho_LEC,LSO_LEC,Electricity billed per residential/low voltage customer (kWh/customer),AFELE135,..,..,..,..,..,..,..,..,3272.31325623968,3247.65536432031,3445.64975345952,3519.80598221504,..,..,..,..,3519.80598221504,..,..,3519.80598221504
014. Lesotho_LEC,LSO_LEC,Electricity billed to commercial/medium voltage customers (GWh/year),AFELE137,..,..,..,..,..,..,..,..,67.995,110.477,116.364,124.231,..,..,..,..,124.231,..,..,124.231
014. Lesotho_LEC,LSO_LEC,Electricity billed to industrial/high voltage customers (GWh/year),AFELE138,..,..,..,..,..,..,..,..,116.572,119.625,121.423,124.024,..,..,..,..,124.024,..,..,124.024
014. Lesotho_LEC,LSO_LEC,Electricity billed to residential/low voltage customers (GWh/year),AFELE139,..,..,..,..,..,..,..,..,73.29,94.536,108.314,134.974,..,..,..,..,134.974,..,..,134.974
014. Lesotho_LEC,LSO_LEC,Electricity connections per employee (number),AFELE140,..,..,..,..,..,..,..,..,..,..,..,95,..,..,..,..,95,..,..,95
014. Lesotho_LEC,LSO_LEC,Electrification rate (% of popul. with electricity connection in utility service area),AFELE143,..,..,..,..,..,..,..,..,..,..,..,8.76005212927123,..,..,..,..,8.76005212927123,..,..,8.76005212927123
014. Lesotho_LEC,LSO_LEC,Hidden costs due to under-collection (% of GDP),AFELE168,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0.0269000717838367,..,..,0.0269000717838367
014. Lesotho_LEC,LSO_LEC,Hidden costs due to under-collection (% of revenue),AFELE169,..,..,..,..,..,..,..,..,..,..,..,1.52102840199858,..,..,..,..,1.52102840199858,..,..,1.52102840199858
014. Lesotho_LEC,LSO_LEC,Hidden costs due to under-collection (% of total hidden costs),AFELE170,..,..,..,..,..,..,..,..,..,..,..,1.92442987347155,..,..,..,..,1.92442987347155,..,..,1.92442987347155
014. Lesotho_LEC,LSO_LEC,Labor costs (% of operational costs),AFELE158,..,..,..,..,..,..,..,..,23.4406998754942,18.0100063407123,..,..,..,..,..,..,18.0100063407123,..,..,18.0100063407123
014. Lesotho_LEC,LSO_LEC,Labor costs (LCU/year),AFELE159,..,..,..,..,..,..,..,..,30682529,33640560,..,..,..,..,..,..,33640560,..,..,33640560
014. Lesotho_LEC,LSO_LEC,Labor costs (USD/year),AFELE160,..,..,..,..,..,..,..,..,2789320.81818182,4205070,..,..,..,..,..,..,4205070,..,..,4205070
014. Lesotho_LEC,LSO_LEC,Operational costs (LCU/year),AFELE178,..,..,..,..,..,..,..,..,130894253,186788163,127624516,143392676,..,..,..,..,143392676,..,..,143392676
014. Lesotho_LEC,LSO_LEC,Operational costs (USD/year),AFELE179,..,..,..,..,..,..,..,..,11899477.5454545,23348520.375,21270752.6666667,23898779.3333333,..,..,..,..,23898779.3333333,..,..,23898779.3333333
014. Lesotho_LEC,LSO_LEC,Prepayment meters (% of all meters),AFELE187,..,..,..,..,..,..,..,..,1,1,1,1,..,..,..,..,1,..,..,1
014. Lesotho_LEC,LSO_LEC,Residential/low voltage customers with operating meters (% of residential customers),AFELE189,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,Revenue (LCU/year),AFELE193,..,..,..,..,..,..,..,..,..,..,..,160300920,..,..,..,..,160300920,..,..,160300920
014. Lesotho_LEC,LSO_LEC,Revenue (USD/year),AFELE194,..,..,..,..,..,..,..,..,..,..,..,26716820,..,..,..,..,26716820,..,..,26716820
014. Lesotho_LEC,LSO_LEC,Revenue from commercial/medium voltage customers (LCU/year),AFELE195,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,Revenue from commercial/medium voltage customers (USD/year),AFELE196,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,Revenue from customers of all voltage levels (USD/year),AFELE199,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,Revenue from high voltage+medium voltage customers (% of total revenue),AFELE198,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,Revenue from high voltage+medium voltage customers (USD/year),AFELE197,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,Revenue from industrial/high voltage customers (LCU/year),AFELE200,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,Revenue from industrial/high voltage customers (USD/year),AFELE201,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,Revenue from residential/low voltage customers (LCU/year),AFELE202,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,Revenue from residential/low voltage customers (USD/year),AFELE203,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,"Revenue per high voltage customer, annual, electricity (USD/customer/year)",AFELE190,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,"Revenue per low voltage customer, annual, electricity (USD/customer/year)",AFELE191,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,"Revenue per medium voltage customer, annual, electricity (USD/customer/year)",AFELE192,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
014. Lesotho_LEC,LSO_LEC,"Revenue per unit, electricity (US cents/kWh)",AFELE120,..,..,..,..,..,..,..,..,..,..,..,7.12774305178993,..,..,..,..,7.12774305178993,..,..,7.12774305178993
014. Lesotho_LEC,LSO_LEC,System losses (% of generation),AFELE209,..,..,..,..,..,..,..,..,17,17.5,22,20,..,..,..,..,20,..,..,20
014. Lesotho_LEC,LSO_LEC,"Unit operational expenses, annual (LCU/kWh)",AFELE116,..,..,..,..,..,..,..,..,0.392756339936505,0.582736781403007,0.403351327016202,0.405465915598739,..,..,..,..,0.405465915598739,..,..,0.405465915598739
014. Lesotho_LEC,LSO_LEC,"Unit operational expenses, annual (US cents/kWh)",AFELE117,..,..,..,..,..,..,..,..,3.57051218124096,7.28420976753759,6.72252211693671,6.75776525997899,..,..,..,..,6.75776525997899,..,..,6.75776525997899
015. Madagascar_JIRAMA,MDG_JIRAMA,Average residential connection charge (LCU/connection),AFELE118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
015. Madagascar_JIRAMA,MDG_JIRAMA,Average residential connection charge (USD/connection),AFELE119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
015. Madagascar_JIRAMA,MDG_JIRAMA,"Collection rate, implicit: ratio of unit revenue collected to tariff (%)",AFELE154,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,100
015. Madagascar_JIRAMA,MDG_JIRAMA,"Collection rate, reported by utility (% of billing)",AFELE126,..,..,..,..,..,..,..,..,..,..,..,86,..,..,..,..,86,..,..,86
015. Madagascar_JIRAMA,MDG_JIRAMA,"Cost of electricity per unit, capital, historical (US cents/kWh)",AFELE111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
015. Madagascar_JIRAMA,MDG_JIRAMA,"Cost of electricity per unit, LRMC, optimal trade scenario (US cents/kWh)",AFELE114,..,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,14,..,..,14
015. Madagascar_JIRAMA,MDG_JIRAMA,"Cost of electricity per unit, LRMC, trade stagnation scenario (US cents/kWh)",AFELE115,..,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,14,..,..,14
015. Madagascar_JIRAMA,MDG_JIRAMA,"Cost of electricity per unit, operating, historical (US cents/kWh)",AFELE112,..,..,..,..,..,..,..,..,..,..,..,12.0044932601098,..,..,..,..,12.0044932601098,..,..,12.0044932601098
015. Madagascar_JIRAMA,MDG_JIRAMA,"Cost of electricity per unit, total, historical (US cents/kWh)",AFELE113,..,..,..,..,..,..,..,..,..,..,..,16.4472254014472,..,..,..,..,16.4472254014472,..,..,16.4472254014472
015. Madagascar_JIRAMA,MDG_JIRAMA,"Cost recovery ratio, historical (%)",AFELE150,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,100,..,..,100
015. Madagascar_JIRAMA,MDG_JIRAMA,"Cost recovery ratio, LRMC (%)",AFELE155,..,..,..,..,..,..,..,..,..,..,..,183.935623245069,..,..,..,..,183.935623245069,..,..,183.935623245069
015. Madagascar_JIRAMA,MDG_JIRAMA,"Customers, all voltage levels (number)",AFELE174,..,..,..,..,..,..,295357,320772,338282,364483,391793,401900,..,..,..,..,401900,..,..,401900
015. Madagascar_JIRAMA,MDG_JIRAMA,"Customers, high and medium voltage (% of total number of customers)",AFELE153,..,..,..,..,..,..,0.288125895103214,0.265297469853977,0.256886266487723,0.235950647904017,0.222056034691789,0.225429211246579,..,..,..,..,0.225429211246579,..,..,0.225429211246579
015. Madagascar_JIRAMA,MDG_JIRAMA,"Customers, high and medium voltage (number)",AFELE172,..,..,..,..,..,..,851,851,869,860,870,906,..,..,..,..,906,..,..,906
015. Madagascar_JIRAMA,MDG_JIRAMA,"Customers, high voltage (number)",AFELE171,..,..,..,..,..,..,3,3,3,3,3,3,..,..,..,..,3,..,..,3
015. Madagascar_JIRAMA,MDG_JIRAMA,"Customers, low voltage (number)",AFELE173,..,..,..,..,..,..,294506,319921,337413,363623,390923,400994,..,..,..,..,400994,..,..,400994
015. Madagascar_JIRAMA,MDG_JIRAMA,"Customers, medium voltage (number)",AFELE175,..,..,..,..,..,..,848,848,866,857,867,903,..,..,..,..,903,..,..,903
015. Madagascar_JIRAMA,MDG_JIRAMA,"Effective tariff, consumption 100kWh/month (US cents/kWh)",AFELE127,..,..,..,..,..,..,..,..,..,..,..,25.7509872543097,..,..,..,..,25.7509872543097,..,..,25.7509872543097
015. Madagascar_JIRAMA,MDG_JIRAMA,"Effective tariff, consumption 150kWh/month (US cents/kWh)",AFELE128,..,..,..,..,..,..,..,..,..,..,..,26.4865395592344,..,..,..,..,26.4865395592344,..,..,26.4865395592344
015. Madagascar_JIRAMA,MDG_JIRAMA,"Effective tariff, consumption 200kWh/month (US cents/kWh)",AFELE129,..,..,..,..,..,..,..,..,..,..,..,26.8543157116968,..,..,..,..,26.8543157116968,..,..,26.8543157116968
015. Madagascar_JIRAMA,MDG_JIRAMA,"Effective tariff, consumption 300kWh/month (US cents/kWh)",AFELE130,..,..,..,..,..,..,..,..,..,..,..,27.2220918641591,..,..,..,..,27.2220918641591,..,..,27.2220918641591
015. Madagascar_JIRAMA,MDG_JIRAMA,"Effective tariff, consumption 400kWh/month (US cents/kWh)",AFELE131,..,..,..,..,..,..,..,..,..,..,..,27.4059799403903,..,..,..,..,27.4059799403903,..,..,27.4059799403903
015. Madagascar_JIRAMA,MDG_JIRAMA,"Effective tariff, consumption 500kWh/month (US cents/kWh)",AFELE132,..,..,..,..,..,..,..,..,..,..,..,27.516312786129,..,..,..,..,27.516312786129,..,..,27.516312786129
015. Madagascar_JIRAMA,MDG_JIRAMA,"Effective tariff, consumption 50kWh/month (US cents/kWh)",AFELE133,..,..,..,..,..,..,..,..,..,..,..,23.5443303395356,..,..,..,..,23.5443303395356,..,..,23.5443303395356
015. Madagascar_JIRAMA,MDG_JIRAMA,Electricity billed per commercial/medium voltage customer (kWh/customer),AFELE136,..,..,..,..,..,..,281769.489386792,292480.737028302,235915.978060046,295254.760793466,318942.055363322,307325.764119601,..,..,..,..,307325.764119601,..,..,307325.764119601
015. Madagascar_JIRAMA,MDG_JIRAMA,Electricity billed per industrial/high voltage customer (kWh/customer),AFELE134,..,..,..,..,..,..,6905197,6719735,4699011.33333333,5917708.33333333,6384738.33333333,5777870.66666667,..,..,..,..,5777870.66666667,..,..,5777870.66666667
015. Madagascar_JIRAMA,MDG_JIRAMA,Electricity billed per residential/low voltage customer (kWh/customer),AFELE135,..,..,..,..,..,..,1141.36292299648,1112.44297498445,1046.07753109691,1064.27972377985,1123.39070098203,1101.09654009786,..,..,..,..,1101.09654009786,..,..,1101.09654009786
015. Madagascar_JIRAMA,MDG_JIRAMA,Electricity billed to commercial/medium voltage customers (GWh/year),AFELE137,..,..,..,..,..,..,238.940527,248.023665,204.303237,253.03333,276.522762,277.515165,..,..,..,..,277.515165,..,..,277.515165
015. Madagascar_JIRAMA,MDG_JIRAMA,Electricity billed to industrial/high voltage customers (GWh/year),AFELE138,..,..,..,..,..,..,20.715591,20.159205,14.097034,17.753125,19.154215,17.333612,..,..,..,..,17.333612,..,..,17.333612
015. Madagascar_JIRAMA,MDG_JIRAMA,Electricity billed to residential/low voltage customers (GWh/year),AFELE139,..,..,..,..,..,..,336.138229,355.893869,352.960158,386.996586,439.159263,441.533106,..,..,..,..,441.533106,..,..,441.533106
015. Madagascar_JIRAMA,MDG_JIRAMA,Electricity connections per employee (number),AFELE140,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
015. Madagascar_JIRAMA,MDG_JIRAMA,Electrification rate (% of popul. with electricity connection in utility service area),AFELE143,..,..,..,..,..,..,..,..,..,..,..,10.1294195541301,..,..,..,..,10.1294195541301,..,..,10.1294195541301
015. Madagascar_JIRAMA,MDG_JIRAMA,Hidden costs due to under-collection (% of GDP),AFELE168,..,..,..,..,..,..,..,..,..,..,..,0.805870676863134,..,..,..,..,0,..,..,0
015. Madagascar_JIRAMA,MDG_JIRAMA,Hidden costs due to under-collection (% of revenue),AFELE169,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
015. Madagascar_JIRAMA,MDG_JIRAMA,Hidden costs due to under-collection (% of total hidden costs),AFELE170,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0,..,..,0
015. Madagascar_JIRAMA,MDG_JIRAMA,Labor costs (% of operational costs),AFELE158,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
015. Madagascar_JIRAMA,MDG_JIRAMA,Labor costs (LCU/year),AFELE159,..,..,..,..,..,..,..,110645012671,116415547784,133136500370,131644148783,139905161195,..,..,..,..,139905161195,..,..,139905161195
